r_b1a2 = 2519 mm  at t = 2667690 ms, current time = 8.795
r_a1b2 = 4513 mm  at t = 5590476 ms, current time = 8.811
r_b1b2 = 3507 mm  at t = 2667723 ms, current time = 8.827
r_a1a2 = 3479 mm  at t = 5590559 ms, current time = 8.894
r_b1a2 = 2584 mm  at t = 2667805 ms, current time = 8.91
r_a1b2 = 4518 mm  at t = 5590592 ms, current time = 8.926
r_b1b2 = 3507 mm  at t = 2667838 ms, current time = 8.942
r_a1a2 = 3507 mm  at t = 5590674 ms, current time = 9.009
r_b1a2 = 2495 mm  at t = 2667920 ms, current time = 9.025
r_a1b2 = 4494 mm  at t = 5590707 ms, current time = 9.042
r_b1b2 = 3502 mm  at t = 2667953 ms, current time = 9.058
r_a1a2 = 3497 mm  at t = 5590790 ms, current time = 9.124
r_b1a2 = 2524 mm  at t = 2668036 ms, current time = 9.141
r_a1b2 = 4522 mm  at t = 5590822 ms, current time = 9.158
r_b1b2 = 3497 mm  at t = 2668069 ms, current time = 9.174
r_a1a2 = 3497 mm  at t = 5590905 ms, current time = 9.24
r_b1a2 = 2533 mm  at t = 2668152 ms, current time = 9.256
r_a1b2 = 4555 mm  at t = 5590938 ms, current time = 9.273
r_b1b2 = 3511 mm  at t = 2668184 ms, current time = 9.289
r_a1a2 = 3497 mm  at t = 5591020 ms, current time = 9.355
r_b1a2 = 2458 mm  at t = 2668267 ms, current time = 9.371
r_a1b2 = 4485 mm  at t = 5591053 ms, current time = 9.388
r_b1b2 = 3549 mm  at t = 2668300 ms, current time = 9.405
r_a1a2 = 3539 mm  at t = 5591136 ms, current time = 9.471
r_b1a2 = 2486 mm  at t = 2668382 ms, current time = 9.487
r_a1b2 = 4536 mm  at t = 5591168 ms, current time = 9.503
r_b1b2 = 3511 mm  at t = 2668414 ms, current time = 9.519
r_a1a2 = 3539 mm  at t = 5591251 ms, current time = 9.586
r_b1a2 = 2566 mm  at t = 2668497 ms, current time = 9.602
r_a1b2 = 4517 mm  at t = 5591283 ms, current time = 9.618
r_b1b2 = 3493 mm  at t = 2668529 ms, current time = 9.634
r_a1a2 = 3488 mm  at t = 5591365 ms, current time = 9.701
r_b1a2 = 2533 mm  at t = 2668612 ms, current time = 9.717
r_a1b2 = 4513 mm  at t = 5591398 ms, current time = 9.734
r_b1b2 = 3525 mm  at t = 2668645 ms, current time = 9.75
r_a1a2 = 3474 mm  at t = 5591481 ms, current time = 9.817
r_b1a2 = 2524 mm  at t = 2668728 ms, current time = 9.833
r_a1b2 = 4480 mm  at t = 5591514 ms, current time = 9.849
r_b1b2 = 3497 mm  at t = 2668760 ms, current time = 9.866
r_a1a2 = 3497 mm  at t = 5591597 ms, current time = 9.932
r_b1a2 = 2519 mm  at t = 2668843 ms, current time = 9.949
r_a1b2 = 4518 mm  at t = 5591629 ms, current time = 9.965
r_b1b2 = 3539 mm  at t = 2668876 ms, current time = 9.981
