r_a1a2 = 5300 mm  at t = 3303217 ms, current time = 0.021
r_b1a2 = 4574 mm  at t = 380228 ms, current time = 0.037
r_a1b2 = 3057 mm  at t = 3303254 ms, current time = 0.053
r_b1b2 = 3488 mm  at t = 380260 ms, current time = 0.07
r_a1a2 = 5187 mm  at t = 3303336 ms, current time = 0.136
r_b1a2 = 4817 mm  at t = 380343 ms, current time = 0.153
r_a1b2 = 3057 mm  at t = 3303369 ms, current time = 0.169
r_b1b2 = 3516 mm  at t = 380375 ms, current time = 0.185
r_a1a2 = drop 
r_b1a2 = 4761 mm  at t = 380452 ms, current time = 0.263
r_a1b2 = 3066 mm  at t = 3303479 ms, current time = 0.279
r_b1b2 = 3516 mm  at t = 380485 ms, current time = 0.295
r_a1a2 = 5328 mm  at t = 3303562 ms, current time = 0.361
r_b1a2 = 4658 mm  at t = 380568 ms, current time = 0.377
r_a1b2 = 3076 mm  at t = 3303594 ms, current time = 0.393
r_b1b2 = 3493 mm  at t = 380599 ms, current time = 0.409
r_a1a2 = 5305 mm  at t = 3303676 ms, current time = 0.475
r_b1a2 = 4747 mm  at t = 380682 ms, current time = 0.492
r_a1b2 = 3024 mm  at t = 3303709 ms, current time = 0.509
r_b1b2 = 3511 mm  at t = 380715 ms, current time = 0.524
r_a1a2 = 4780 mm  at t = 3303791 ms, current time = 0.591
r_b1a2 = 4531 mm  at t = 380797 ms, current time = 0.607
r_a1b2 = 3085 mm  at t = 3303823 ms, current time = 0.623
r_b1b2 = 3539 mm  at t = 380829 ms, current time = 0.639
r_a1a2 = 4991 mm  at t = 3303906 ms, current time = 0.705
r_b1a2 = 4766 mm  at t = 380911 ms, current time = 0.721
r_a1b2 = 3080 mm  at t = 3303938 ms, current time = 0.738
r_b1b2 = 3502 mm  at t = 380944 ms, current time = 0.754
r_a1a2 = 5037 mm  at t = 3304020 ms, current time = 0.82
r_b1a2 = 4719 mm  at t = 381026 ms, current time = 0.836
r_a1b2 = 3057 mm  at t = 3304052 ms, current time = 0.852
r_b1b2 = 3548 mm  at t = 381058 ms, current time = 0.868
r_a1a2 = 5305 mm  at t = 3304135 ms, current time = 0.935
r_b1a2 = 4476 mm  at t = 381140 ms, current time = 0.951
r_a1b2 = 3034 mm  at t = 3304167 ms, current time = 0.967
r_b1b2 = 3511 mm  at t = 381173 ms, current time = 0.983
r_a1a2 = 4742 mm  at t = 3304249 ms, current time = 1.05
r_b1a2 = 4635 mm  at t = 381255 ms, current time = 1.066
r_a1b2 = 3062 mm  at t = 3304282 ms, current time = 1.082
r_b1b2 = 3535 mm  at t = 381288 ms, current time = 1.098
r_a1a2 = drop 
r_b1a2 = 4466 mm  at t = 381364 ms, current time = 1.174
r_a1b2 = 3080 mm  at t = 3304390 ms, current time = 1.19
r_b1b2 = 3521 mm  at t = 381396 ms, current time = 1.206
r_a1a2 = 5019 mm  at t = 3304472 ms, current time = 1.273
r_b1a2 = 4771 mm  at t = 381478 ms, current time = 1.289
r_a1b2 = 3038 mm  at t = 3304505 ms, current time = 1.305
r_b1b2 = 3511 mm  at t = 381511 ms, current time = 1.322
r_a1a2 = 5051 mm  at t = 3304588 ms, current time = 1.389
r_b1a2 = 4504 mm  at t = 381594 ms, current time = 1.405
r_a1b2 = 3052 mm  at t = 3304620 ms, current time = 1.421
r_b1b2 = 3544 mm  at t = 381626 ms, current time = 1.437
r_a1a2 = 4672 mm  at t = 3304703 ms, current time = 1.504
r_b1a2 = 4939 mm  at t = 381709 ms, current time = 1.52
r_a1b2 = 3057 mm  at t = 3304735 ms, current time = 1.536
r_b1b2 = 3521 mm  at t = 381741 ms, current time = 1.553
r_a1a2 = 4996 mm  at t = 3304818 ms, current time = 1.619
r_b1a2 = 4728 mm  at t = 381824 ms, current time = 1.635
r_a1b2 = 3052 mm  at t = 3304851 ms, current time = 1.652
r_b1b2 = 3525 mm  at t = 381857 ms, current time = 1.668
r_a1a2 = 5323 mm  at t = 3304933 ms, current time = 1.734
r_b1a2 = 4522 mm  at t = 381940 ms, current time = 1.751
r_a1b2 = 3048 mm  at t = 3304966 ms, current time = 1.767
r_b1b2 = 3483 mm  at t = 381972 ms, current time = 1.783
r_a1a2 = 5277 mm  at t = 3305049 ms, current time = 1.85
r_b1a2 = 4775 mm  at t = 382055 ms, current time = 1.866
r_a1b2 = 3095 mm  at t = 3305081 ms, current time = 1.882
r_b1b2 = 3558 mm  at t = 382087 ms, current time = 1.898
r_a1a2 = 5258 mm  at t = 3305163 ms, current time = 1.964
r_b1a2 = 4724 mm  at t = 382169 ms, current time = 1.98
r_a1b2 = 3052 mm  at t = 3305195 ms, current time = 1.997
r_b1b2 = 3530 mm  at t = 382202 ms, current time = 2.013
r_a1a2 = 5305 mm  at t = 3305278 ms, current time = 2.079
r_b1a2 = 4724 mm  at t = 382284 ms, current time = 2.096
r_a1b2 = 3038 mm  at t = 3305311 ms, current time = 2.112
r_b1b2 = 3507 mm  at t = 382317 ms, current time = 2.128
r_a1a2 = 4972 mm  at t = 3305393 ms, current time = 2.195
r_b1a2 = 4592 mm  at t = 382400 ms, current time = 2.211
r_a1b2 = 3043 mm  at t = 3305426 ms, current time = 2.227
r_b1b2 = 3544 mm  at t = 382432 ms, current time = 2.244
r_a1a2 = 5005 mm  at t = 3305509 ms, current time = 2.31
r_b1a2 = 4658 mm  at t = 382515 ms, current time = 2.326
